"preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
336000,3,3,64,914,1,0,3,248,0,1969,2010
560000,4,3,45,882,1,0,3,120,207,1968,1997
1150000,3,4,89,4387,2,0,3,345,0,1991,0
371500,3,1,38,576,1,0,4,88,223,1954,1979
368000,4,4,49,1075,1,0,3,93,357,1964,2000
650000,4,3,86,5175,1,0,3,169,613,2003,0
308950,4,4,45,771,2,2,4,173,0,1994,0
440000,3,2,43,19602,2,2,3,167,0,1998,2006
630000,2,4,53,316,2,0,3,206,0,2005,0
228950,3,4,28,818,1,0,4,108,0,1968,0
782000,4,5,122,4809,2,0,3,310,610,2004,0
410000,4,4,59,362,2,0,3,230,0,2006,0
235000,2,1,24,713,1,0,3,92,0,1939,1969
210000,3,2,22,844,1,0,3,86,0,1949,1998
485000,4,3,44,648,1,0,3,123,177,1977,2004
410000,3,2,31,540,2,0,4,119,0,1920,0
435000,4,5,52,868,1,0,3,119,303,1998,2006
3e+05,3,1,27,658,1,0,3,104,0,1960,2012
455000,4,5,80,540,2,0,4,310,0,2002,0
210000,3,1,25,736,1,0,3,96,0,1949,1998
1050000,4,5,52,309,2,0,3,135,250,1927,2013
458400,4,4,44,927,1,0,3,172,0,1921,1968
390000,3,4,27,1490,1,0,4,106,0,1967,0
148226,3,1,33,662,1,0,4,126,0,1968,0
711600,4,3,83,838,3,0,3,213,403,1991,0
819000,3,5,74,1205,2,3,4,245,150,1985,0
613000,2,2,27,170,2,1,4,105,0,1927,0
592350,2,2,36,420,1,0,3,141,0,2006,0
232000,3,3,34,1350,1,0,3,131,0,1966,0
250000,3,4,26,936,1,0,4,103,0,1983,0
115000,1,2,27,883,1,0,4,104,0,1962,0
1115000,4,4,74,2874,1,0,4,215,263,1978,2000
585000,4,4,61,557,2,0,3,237,0,1999,0
580000,3,3,45,538,1,0,3,137,140,1987,2000
165000,1,1,20,725,1,0,2,77,0,1906,0
430000,3,2,36,544,1,0,5,75,240,1942,0
1195000,4,5,92,599,2,0,3,257,370,2006,0
201500,3,1,31,450,2,0,3,119,0,1912,1994
690000,4,4,75,3186,2,0,3,290,0,1991,0
325000,2,1,19,653,1,0,3,72,0,1953,0
375000,3,4,39,871,1,0,3,102,177,1976,0
340000,3,3,49,1178,1,0,3,191,0,1997,0
890000,4,5,54,362,3,0,5,208,0,1979,0
415000,4,4,45,693,2,0,4,173,0,1970,0
255000,3,4,36,875,1,0,3,95,167,1976,0
530000,2,4,41,70,2,0,3,144,63,1975,0
468000,3,3,43,886,1,0,5,165,0,1962,0
970000,5,5,81,454,2,2,3,266,183,1927,2007
599000,3,2,59,1321,1,0,3,120,410,1987,2000
399500,4,4,32,436,2,0,4,122,0,1928,0
2458000,4,6,151,1349,2,0,3,466,440,2001,0
1205000,4,5,73,495,2,0,3,284,0,2014,0
325000,2,1,19,367,1,0,4,73,0,1941,1998
568000,4,4,65,1573,1,2,3,131,447,1956,2001
517000,2,3,45,307,1,0,4,86,320,1912,1989
469950,4,5,59,1276,2,0,3,228,0,1997,0
1675000,3,4,81,751,2,4,4,194,447,1939,1991
2180000,6,5,109,990,2,3,3,332,340,1931,0
623000,3,4,48,1468,1,0,2,185,0,1973,0
720000,4,3,56,756,2,0,5,217,0,1965,0
205000,3,1,27,742,1,0,4,106,0,1967,0
148000,2,1,15,378,1,0,3,57,0,1930,1997
950000,3,4,81,702,1,0,4,158,577,1941,1998
405000,3,3,23,691,2,0,5,91,0,1953,0
293000,3,3,44,313,2,0,3,172,0,2009,0
550000,3,5,58,322,2,0,3,155,257,2005,0
355000,4,5,70,492,2,0,3,270,0,2005,0
673000,3,5,66,315,2,0,3,255,0,2012,0
449990,4,4,62,499,2,0,3,241,0,2013,0
249000,2,3,25,242,2,0,3,98,0,1982,0
380000,4,4,46,2916,1,0,3,141,140,1962,2003
760005,4,5,72,527,2,0,3,278,0,2010,0
674600,4,4,61,463,2,0,3,235,0,2006,0
812000,4,5,78,327,2,0,3,248,207,2007,0
320000,3,4,34,125,2,0,3,106,90,2013,0
999000,4,4,73,976,2,0,3,282,0,2013,0
399950,5,5,46,486,1,0,3,119,217,1986,0
550000,3,2,46,375,2,3,5,114,233,1929,0
290000,3,3,45,1436,1,0,4,176,0,1959,0
232500,3,3,45,890,1,0,4,103,267,1969,0
565000,3,4,58,665,2,0,3,225,0,1990,2009
749950,4,5,68,1683,1,0,3,199,233,1957,1995
720500,4,4,78,3177,2,0,4,302,0,1985,0
507000,3,4,50,3609,1,0,5,134,217,1950,0
989000,5,6,94,1213,2,0,3,363,0,2000,0
463000,4,4,46,599,2,0,4,178,0,1974,0
310000,3,3,34,892,1,0,3,131,0,1952,2008
284000,4,4,44,792,1,0,3,102,250,1960,2012
737500,3,4,54,981,2,0,3,209,0,1935,1974
569000,3,4,52,740,2,0,5,159,150,1929,0
7e+05,3,1,33,648,2,0,4,127,0,1901,0
660000,3,1,29,315,1,0,4,112,0,1927,0
275000,4,2,47,758,2,0,3,183,0,1944,0
150000,3,3,11,3465,2,0,4,44,0,1959,0
356000,3,4,37,307,2,0,3,143,0,2000,0
498800,2,4,31,415,1,0,3,122,0,2008,0
692500,4,5,86,719,2,0,3,334,0,1999,0
250000,3,1,23,726,1,0,4,89,0,1960,2001
660000,4,4,58,409,2,0,3,226,0,2002,0
295000,2,1,19,585,1,0,4,72,0,1953,1983
154950,4,1,37,916,1,0,4,144,0,1966,0
409124,5,4,77,1021,2,0,4,223,280,1999,0
287000,5,3,40,831,1,0,3,91,240,1962,2003
810000,4,4,46,359,1,4,4,90,333,1958,1972
525000,4,5,68,568,1,0,3,148,423,1985,0
525000,4,4,40,940,1,0,4,154,0,1955,2009
275000,3,1,28,702,1,0,4,108,0,1954,1979
583000,3,4,60,459,2,1,3,234,0,1998,2006
1065000,4,6,99,882,2,0,3,383,0,2008,0
679000,4,5,49,403,2,0,4,160,107,1928,0
1465000,6,6,98,578,2,3,4,212,623,1916,0
306000,3,1,34,648,1,0,3,91,147,1969,2010
215000,4,3,43,454,2,0,5,167,0,1920,0
594950,4,4,63,901,2,0,3,245,0,1989,0
1250000,4,4,68,495,1,3,3,183,297,1957,2000
305000,3,3,42,1098,1,0,4,162,0,1966,0
425000,2,1,31,795,1,0,3,92,100,1939,1969
215000,3,4,41,2610,1,0,3,159,0,1959,1989
480000,5,5,59,695,1,0,5,125,387,1967,0
550000,4,4,50,810,1,0,4,100,347,1966,0
137124,3,1,22,2470,1,0,4,86,0,1970,0
840000,3,2,65,1006,2,0,3,250,0,1910,1999
624800,3,2,52,1285,1,0,4,135,250,1964,0
630000,3,4,40,789,1,0,4,154,0,1986,0
590000,3,4,62,844,1,0,5,151,323,1975,0
599950,3,4,43,162,3,0,3,165,0,2014,0
299880,3,4,34,274,2,0,3,131,0,2000,0
4e+05,3,2,41,619,1,0,4,158,0,1967,0
560000,3,4,46,545,2,0,3,176,0,2002,0
525000,4,4,85,896,2,0,3,330,0,2005,0
737000,2,3,53,879,1,0,3,206,0,2007,0
680000,3,2,41,515,1,0,5,88,267,1925,0
635000,4,4,72,3189,2,0,3,277,0,1997,0
335500,3,1,32,610,2,0,3,123,0,1930,1997
270000,4,4,39,726,1,0,4,149,0,1978,2000
1037000,4,5,103,959,2,0,3,400,0,2003,0
450000,5,4,66,18857,1,0,4,174,307,1925,1968
379000,3,4,36,262,2,0,4,138,0,1986,0
468000,4,4,49,756,1,0,4,112,287,1976,1992
321500,1,1,17,175,1,0,3,66,0,2008,0
443000,3,3,45,740,2,0,4,173,0,1989,0
340000,3,1,37,659,1,0,4,144,0,1958,1972
470000,4,3,55,1548,2,0,3,138,283,1979,2014
545000,3,4,64,1564,2,0,3,248,0,2002,0
415000,4,3,43,1023,2,0,4,166,0,1950,1983
599000,7,4,60,518,1,0,4,169,233,1901,0
759000,4,4,49,428,1,0,3,121,253,1975,0
3e+05,4,4,42,451,1,0,4,107,210,1926,1993
359000,3,3,36,448,1,0,3,97,157,1978,0
550000,4,1,33,324,2,0,4,130,0,1924,0
395000,2,1,22,574,1,0,4,84,0,1940,2001
486000,4,4,83,1084,2,0,3,320,0,1988,2000
187000,2,1,20,1044,1,0,3,76,0,1952,2008
734950,4,4,99,4246,2,0,3,275,410,2002,0
284000,3,3,35,902,1,0,4,135,0,1957,2001
696000,4,5,85,3469,2,0,3,230,367,1996,0
380000,2,1,18,352,1,0,3,70,0,1918,0
625000,4,1,37,495,2,0,4,144,0,1946,1989
252000,4,4,26,743,1,0,4,101,0,1966,0
560000,2,1,23,830,1,0,4,91,0,1960,2001
395000,4,5,46,3332,1,0,4,177,0,1961,2001
9e+05,4,4,52,393,2,0,5,139,230,1935,0
625000,3,4,73,6861,1,0,4,194,333,1978,2000
412000,4,5,78,879,2,0,3,221,303,1990,2009
495000,3,2,62,17289,1,0,4,239,0,1964,0
215000,3,1,28,655,1,0,4,108,0,1967,0
741500,2,4,50,518,1,0,3,194,0,2010,0
749000,3,5,66,481,2,0,3,254,0,2008,0
659950,4,5,82,846,2,0,3,316,0,2014,0
530000,3,4,42,277,2,0,3,161,0,2010,0
749000,4,5,63,540,2,0,4,189,200,1910,0
2321000,5,7,134,1530,2,0,3,383,507,2006,0
595000,4,4,87,410,2,0,3,248,323,2013,0
487000,4,4,59,450,2,0,3,229,0,2005,0
760000,4,3,77,753,3,0,3,297,0,2014,0
1240000,5,5,126,929,2,2,3,361,473,2007,0
435000,4,4,59,468,2,0,3,230,0,2009,0
374950,3,3,32,134,3,0,3,125,0,2007,0
440000,3,3,30,127,3,0,3,114,0,2007,0
360000,4,4,55,450,2,0,3,214,0,2005,0
879000,4,4,78,1990,2,0,3,302,0,1994,0
505000,2,1,29,5130,1,0,3,112,0,1962,2003
545000,2,2,68,1265,1,2,4,151,417,1980,0
6e+05,2,4,56,9213,1,0,4,175,157,1912,1989
775000,6,5,69,450,2,0,3,223,167,1916,1986
725000,2,4,45,245,1,0,5,91,313,1919,1934
610000,4,5,60,3292,1,0,5,142,340,1976,0
350000,4,1,27,733,2,0,3,105,0,1959,1989
410000,3,1,34,585,1,0,4,132,0,1953,1983
639000,4,2,43,488,1,0,4,83,307,1942,1982
439000,4,2,36,675,1,0,4,140,0,1968,0
499950,4,4,35,693,1,0,4,137,0,1967,0
8e+05,3,5,52,360,2,0,3,153,173,1914,2000
279000,2,1,16,567,1,0,5,60,0,1942,0
290256,3,3,40,710,2,0,3,155,0,1983,2009
355000,3,4,49,363,2,0,4,190,0,1989,0
263000,3,4,37,827,1,0,3,106,133,1993,0
880000,6,4,61,331,2,0,5,158,293,1922,1956
426500,4,4,63,586,2,0,3,243,0,1998,2006
735000,3,4,66,734,2,0,3,254,0,2004,0
720000,4,4,78,804,2,2,3,301,0,1999,0
265000,3,4,36,540,2,0,4,138,0,1991,0
840000,4,5,89,7716,2,0,3,346,0,1998,2006
657500,3,2,54,986,1,0,3,136,270,1956,2001
436110,3,4,41,111,3,0,3,144,57,2007,0
589900,2,3,73,5998,2,0,3,284,0,1993,0
254000,4,2,35,381,1,0,3,136,0,1955,2005
375000,3,4,22,730,1,0,3,86,0,1962,2003
455000,4,3,40,760,1,0,4,105,190,1958,1972
445000,4,2,34,756,1,0,4,132,0,1965,0
568500,4,4,57,378,2,0,3,221,0,1998,2006
352500,3,4,27,736,1,0,3,105,0,1962,2003
342500,2,4,28,676,1,0,3,109,0,1982,0
299950,3,4,43,715,2,0,3,168,0,1990,2009
425000,3,4,45,512,2,0,3,176,0,2009,0
561000,4,4,60,473,2,0,3,231,0,1990,2009
455500,3,2,34,928,1,0,4,131,0,1975,0
4e+05,3,4,69,2079,1,0,3,136,487,1967,2011
1234582,5,4,75,590,2,4,4,225,247,1939,1989
370000,4,5,73,6077,1,0,4,203,300,1965,0
475000,3,3,42,721,1,0,3,112,193,1981,2013
580000,4,4,49,3218,1,0,3,134,213,1980,0
525000,3,4,47,627,2,0,4,183,0,1991,0
236000,4,5,46,524,2,0,3,180,0,1997,0
278500,4,3,45,559,2,0,3,175,0,1990,2009
205425,2,4,20,610,1,0,4,79,0,1945,0
505000,3,3,39,144,2,0,3,110,150,2002,0
657500,3,4,62,945,2,0,3,240,0,1989,0
670000,3,4,63,129,2,0,3,115,473,2003,0
202000,1,1,14,75,1,0,4,53,0,1926,1993
440000,4,3,50,731,1,0,3,97,360,1966,0
690000,4,4,63,793,2,0,3,243,0,2004,0
291000,3,4,36,881,1,0,3,140,0,1964,2000
230000,3,4,33,626,1,0,4,126,0,1957,2001
850000,4,4,72,607,2,4,3,278,0,2013,0
84350,4,2,61,1483,2,0,4,237,0,1953,1983
2110000,4,1,49,828,1,0,3,95,350,1959,1989
2199900,4,3,26,488,1,0,3,101,0,1969,2014
188000,4,5,76,1759,1,0,4,195,363,1968,0
7800,2,1,18,1471,1,0,1,70,0,1942,0
0,4,4,51,846,2,0,3,198,0,1987,2000
0,3,4,35,911,1,0,4,134,0,1962,0
0,4,4,65,531,1,0,3,149,380,1963,2008
0,6,5,74,828,1,2,4,144,533,1953,1983
0,5,5,81,3295,2,0,4,224,330,1983,0
0,3,5,70,367,2,0,3,187,313,1954,2004
280000,3,3,46,998,1,0,4,106,263,1967,0
0,5,3,35,640,1,0,5,68,247,1920,0
0,4,4,85,1692,2,0,3,331,0,1990,2009
176225,3,2,36,648,1,0,4,141,0,1952,0
500324,3,4,53,206,2,0,3,169,133,2006,0
444845,3,4,37,322,2,0,3,144,0,2013,0
330000,3,3,39,141,3,0,3,151,0,2014,0
0,3,4,44,1247,1,0,5,170,0,1966,0
160000,2,1,12,2010,1,0,2,47,0,1951,0
0,3,3,41,17211,2,2,3,160,0,1988,2000
537500,4,3,68,3058,1,3,5,131,487,1964,0
0,3,3,56,6584,1,0,3,219,0,1974,0
0,3,5,70,166,2,0,3,271,0,2011,0
346750,3,1,38,2766,2,0,4,146,0,1911,1977
0,2,4,51,16938,1,3,3,198,0,2007,0
1020000,3,3,69,7096,2,0,3,266,0,2006,0
0,4,3,50,945,1,2,4,114,300,1960,2001
238750,3,1,43,739,1,0,3,165,0,1942,1999
0,4,4,55,636,2,0,4,214,0,1997,0
642000,4,4,59,900,1,0,3,116,420,1964,2000
0,3,4,86,1045,2,0,3,335,0,1982,0
0,5,6,108,569,2,0,3,289,473,2006,0
0,5,4,103,810,2,0,3,399,0,2013,0
554250,3,4,35,154,3,0,3,134,0,2004,0
0,4,6,117,992,2,2,3,293,593,2008,0
0,4,3,51,2058,1,0,4,115,300,1954,1975
107500,4,3,37,11840,1,3,4,143,0,1966,0
3e+05,3,2,35,636,1,2,3,111,93,1973,2013
0,4,5,98,928,2,0,3,379,0,2006,0
0,3,2,38,897,1,0,4,148,0,1977,0
274750,4,4,43,141,2,0,3,126,147,2004,0
0,3,1,24,450,1,0,3,94,0,1959,1989
0,3,1,29,432,1,0,4,113,0,1951,1999
0,5,4,86,1112,2,0,5,332,0,1977,0
0,4,1,36,648,2,0,3,126,43,1948,1994
0,4,4,49,338,2,0,3,190,0,2000,0
440825,3,4,50,390,1,0,3,108,317,1956,2001
195000,5,6,124,959,3,3,4,337,533,1912,1989
257500,4,4,56,690,1,0,3,133,313,1979,2014
692000,4,4,116,3101,2,0,3,451,0,1988,2000
176400,2,1,21,865,1,0,4,82,0,1981,0
193000,3,3,51,450,2,0,3,198,0,1932,0
0,4,4,80,5800,2,0,3,309,0,2013,0
0,4,4,43,602,1,0,4,110,213,1983,0
0,4,6,77,409,2,4,3,234,233,1926,1999
0,3,4,30,964,1,0,4,115,0,1969,0
83300,3,2,35,699,1,0,4,134,0,1990,0
0,5,3,67,1077,2,0,4,259,0,1990,0
0,4,1,30,468,2,0,3,104,50,1945,2010
0,4,4,46,666,2,0,3,178,0,1988,2000
0,5,3,46,711,1,0,4,117,233,1986,0
0,3,3,43,670,1,0,5,94,273,1954,0
0,4,3,46,556,2,0,3,179,0,1990,2009
0,4,3,40,747,1,0,4,155,0,1973,0
83300,3,2,32,7057,1,0,5,123,0,1964,0
316850,4,3,94,3206,1,0,3,183,677,1989,0
0,4,4,46,891,2,0,3,176,0,2001,0
0,4,4,40,864,1,0,3,101,200,1961,2004
0,4,4,64,1161,2,0,4,247,0,1990,0
425000,3,4,43,490,2,0,3,168,0,2003,0
127160,2,1,17,380,1,0,4,65,0,1942,1982
341750,3,3,51,697,2,0,3,196,0,1986,0
178650,3,3,33,806,1,0,4,129,0,1953,1983
87500,2,1,18,602,1,0,4,70,0,1948,0
0,3,1,27,450,2,0,3,106,0,1946,0
0,3,2,30,336,1,0,3,81,133,1993,0
435000,4,3,99,1620,2,2,3,383,0,2000,0
532500,2,4,48,1071,1,0,4,185,0,1950,1983
452500,5,5,138,1233,2,2,3,429,397,1984,0
0,2,1,19,432,1,0,3,73,0,1919,2001
0,4,5,54,391,2,0,3,209,0,2012,0
0,2,1,25,450,1,0,4,66,120,1942,1982
247875,2,1,23,430,1,0,4,90,0,1942,1982
0,3,4,53,1784,2,0,3,203,0,1994,0
0,4,1,30,450,2,0,3,116,0,1957,2000
0,3,3,35,407,2,0,3,134,0,2009,0
0,1,1,17,540,1,0,3,65,0,1940,1996
0,3,4,43,273,1,0,3,83,307,1926,2003
0,5,5,68,3263,1,0,3,143,440,1977,2004
0,4,5,76,1159,2,0,3,294,0,2014,0
0,5,5,71,923,2,0,3,274,0,1993,0
0,3,1,28,894,1,0,4,108,0,1969,0
0,5,5,64,505,2,0,5,150,357,1925,0
535000,4,3,53,482,2,0,4,191,57,1958,1972
0,4,2,60,540,1,0,5,117,427,1950,0
0,3,4,37,2448,2,0,4,143,0,1926,1993
0,3,1,24,617,2,0,3,94,0,1942,1999
0,3,1,30,604,1,0,4,117,0,1952,0
0,5,4,49,423,2,0,3,188,0,1998,2006
0,5,5,62,342,2,0,3,240,0,2014,0
132500,4,1,36,10389,2,0,4,139,0,1923,0
557125,4,5,78,1120,2,0,3,303,0,1991,0
0,3,4,40,1019,1,0,5,156,0,1972,0
0,3,4,38,2697,2,0,3,148,0,1992,0
535000,4,3,69,725,2,2,4,182,320,1935,0
0,3,2,31,729,1,0,4,120,0,1969,0
132250,4,3,51,1092,2,0,3,197,0,2006,0
0,4,4,48,652,2,0,4,186,0,1976,1992
440825,3,4,46,563,1,1,5,98,297,1910,0
0,3,4,40,150,2,0,5,117,137,2003,0
0,2,1,21,413,1,0,3,80,0,1923,1998
0,4,5,99,862,2,0,3,385,0,2005,0
0,3,4,72,1123,2,0,3,277,0,1990,2009
0,4,3,48,675,2,0,4,186,0,1977,0
0,4,5,70,649,2,0,3,271,0,2014,0
259950,4,2,47,837,1,0,4,183,0,1976,1992
0,4,6,94,1736,2,0,3,365,0,2002,0
426090,3,4,54,536,2,0,3,211,0,1995,0
0,2,1,34,642,1,0,3,92,150,1941,1994
0,4,1,28,648,2,0,3,108,0,1944,0
0,5,5,68,4851,1,0,5,136,467,1979,0
0,5,2,44,648,1,0,4,100,267,1951,1999
0,3,4,67,1215,1,4,5,137,453,1950,0
0,5,5,75,618,2,0,3,292,0,2013,0
0,3,4,37,740,2,0,5,87,207,1938,0
0,3,4,58,462,2,0,3,223,0,2000,0
0,4,4,62,3635,2,0,4,241,0,1987,0
0,2,1,26,745,1,0,4,99,0,1947,1988
0,4,1,48,315,2,0,5,113,273,1926,0
0,3,4,51,911,1,0,4,131,253,1966,0
790000,4,4,56,360,2,0,5,168,183,1911,1984
435500,3,5,29,150,2,0,3,90,80,2008,0
0,3,4,53,275,2,0,3,136,263,1930,2002
0,3,4,41,1159,1,0,4,111,177,1967,0
3e+05,3,2,47,770,1,0,4,110,267,1957,2001
0,2,1,18,495,2,0,3,68,0,1947,2012
351250,4,4,37,481,1,0,3,102,150,1947,2012
645325,3,4,62,943,2,0,3,240,0,2003,0
0,3,1,26,753,1,0,5,103,0,1943,0
0,5,6,90,740,2,0,3,348,0,1998,2006
540000,3,5,64,1623,1,2,5,163,313,1978,0
0,3,2,36,630,2,2,4,95,173,1971,0
0,3,4,27,2022,1,0,4,104,0,1976,1992
0,3,3,49,690,1,0,4,122,250,1973,0
0,3,4,30,226,2,0,3,114,0,2004,0
0,2,1,22,886,1,0,3,85,0,1910,2006
0,4,3,54,6194,2,0,4,208,0,1968,0
0,3,1,26,1127,1,0,3,102,0,1958,2004
0,6,3,70,1240,2,0,3,272,0,1952,2002
0,4,4,75,1342,2,0,3,289,0,1995,0
0,3,4,62,3663,2,0,3,239,0,1994,0
0,3,4,27,727,1,0,4,104,0,1983,0
280000,3,3,91,1712,2,0,3,352,0,1985,0
0,4,4,81,450,2,0,3,314,0,2003,0
0,5,3,77,1721,2,0,4,235,240,1977,0
0,4,1,45,518,2,0,3,175,0,1947,2012
309000,3,4,42,243,2,0,3,162,0,2011,0
248400,3,4,44,1012,1,0,3,120,183,1985,0
994500,4,3,67,565,2,0,4,178,297,1905,0
0,4,4,46,1044,1,0,5,88,327,1931,0
0,4,1,42,675,1,0,2,127,133,1959,0
0,2,3,35,609,2,0,3,134,0,1926,2003
0,3,6,121,1604,2,4,3,337,497,2005,0
288500,5,4,79,878,1,0,5,158,547,1978,0
0,2,1,20,577,1,0,3,79,0,1950,2005
0,2,1,59,1951,1,1,4,145,313,1958,1972
950100,4,4,73,1187,2,0,5,284,0,1965,0
0,4,5,106,1678,1,4,3,234,650,2002,0
542500,5,5,89,1242,2,4,3,345,0,1959,1980
362750,2,4,29,270,2,0,3,112,0,1906,2014
234975,4,5,59,1262,2,0,3,227,0,1999,0
672500,4,3,56,918,2,0,4,218,0,1973,0
391400,4,4,29,666,1,0,5,113,0,1959,0
0,3,5,30,657,1,0,3,118,0,1957,2000
198995,3,1,33,725,1,0,4,127,0,1951,1999
278900,3,1,23,882,1,0,3,89,0,1968,1997
0,3,1,23,766,1,0,3,90,0,1991,0
0,3,4,46,680,1,0,4,117,233,1968,0
0,2,1,26,509,1,0,3,101,0,1944,0
375000,5,4,78,715,2,0,3,303,0,2001,0
216000,3,5,51,360,2,0,3,199,0,2008,0
0,5,5,61,621,2,0,3,238,0,2001,0
360500,3,4,27,80,3,0,3,104,0,2007,0
0,4,4,50,2479,2,0,3,194,0,1997,0
405125,4,5,98,2857,2,0,4,381,0,1985,0
0,3,4,36,1380,1,0,3,97,163,1956,2001
602761,4,4,64,925,2,0,3,249,0,1989,0
214750,3,3,25,734,1,0,3,98,0,1967,2014
258125,2,1,22,697,1,0,3,84,0,1924,2011
0,4,2,49,437,2,0,3,189,0,1965,1984
0,4,4,59,3481,2,0,3,229,0,1987,2000
0,2,1,19,758,1,0,4,73,0,1959,0
167500,1,1,16,176,1,0,3,62,0,1928,1954
471500,4,3,55,330,2,0,5,149,240,1916,0
0,4,5,81,788,1,4,5,193,453,1951,0
464600,2,1,20,306,1,2,4,76,0,1924,0
132250,4,3,43,786,2,0,4,165,0,1991,0
0,3,3,32,137,3,0,3,123,0,2005,0
0,2,3,49,443,2,4,4,138,200,1941,1998
0,4,4,60,763,2,0,3,233,0,1991,0
0,4,4,42,1801,2,0,3,164,0,1987,2000
0,3,4,36,289,2,0,5,91,173,1928,1970
0,4,4,95,1653,2,2,4,367,0,1983,0
0,2,1,24,594,2,0,3,95,0,1964,2000
0,4,4,45,432,2,0,3,176,0,2005,0
318000,2,4,36,315,1,1,4,75,233,1916,0
0,4,2,39,432,2,0,3,149,0,1922,2008
0,6,6,89,432,3,0,3,275,260,1919,2004
584000,3,4,35,93,2,0,3,98,133,2008,0
0,3,1,35,813,1,0,3,137,0,1956,2001
245000,3,3,57,667,2,0,5,167,203,1977,0
672500,4,3,49,1139,2,0,4,190,0,1972,0
454790,2,4,46,360,1,0,5,98,300,1952,1998
0,3,1,36,680,1,0,4,82,217,1948,0
473200,3,3,40,378,2,0,4,148,33,1920,0
0,2,1,30,419,1,0,4,116,0,1906,1990
0,4,2,39,778,1,0,3,77,283,1955,2010
0,3,4,44,903,1,0,4,169,0,1984,0
486895,3,1,44,300,2,0,4,125,167,1901,0
0,3,3,38,97,3,0,3,139,27,2009,0
0,2,1,18,733,1,0,3,69,0,1948,1994
0,4,3,67,1640,3,4,3,260,0,1984,0
182805,3,1,24,800,1,0,4,72,80,1958,1972
0,4,4,61,750,2,0,3,236,0,1991,0
0,3,4,59,414,2,0,3,228,0,2013,0
0,3,4,37,650,2,0,3,145,0,1994,0
0,3,4,35,572,1,0,4,136,0,1954,1979
0,3,4,70,631,2,0,3,271,0,2009,0
203400,4,2,49,597,1,0,3,96,340,1974,0
